step,elapsed_s,step_time_s,training_time_s,grad_norm,learning_rate,loss,rlt_loss,vla_loss
1576,589,0.348,0.346,0.707,5.15e-06,0.553,0.553,0.0
1577,589,0.361,0.359,0.684,5.14e-06,0.547,0.547,0.0
1578,590,0.346,0.344,0.602,5.13e-06,0.513,0.513,0.0
1579,590,0.353,0.351,0.816,5.12e-06,0.522,0.522,0.0
1580,590,0.355,0.352,0.746,5.11e-06,0.604,0.604,0.0
1581,591,0.355,0.352,0.664,5.09e-06,0.579,0.579,0.0
1582,591,0.355,0.353,0.793,5.08e-06,0.554,0.554,0.0
1583,591,0.355,0.352,0.688,5.07e-06,0.534,0.534,0.0
1584,592,0.353,0.351,0.762,5.06e-06,0.57,0.57,0.0
1585,592,0.354,0.352,0.516,5.05e-06,0.556,0.556,0.0
1586,592,0.362,0.36,0.613,5.03e-06,0.561,0.561,0.0
1587,593,0.359,0.357,0.602,5.02e-06,0.536,0.536,0.0
1588,593,0.352,0.35,0.543,5.01e-06,0.531,0.531,0.0
1589,594,0.353,0.351,0.492,5e-06,0.579,0.579,0.0
1590,594,0.353,0.351,0.637,4.99e-06,0.532,0.532,0.0
1591,594,0.355,0.353,0.773,4.98e-06,0.54,0.54,0.0
1592,595,0.356,0.353,0.453,4.96e-06,0.55,0.55,0.0
1593,595,0.356,0.353,0.414,4.95e-06,0.525,0.525,0.0
1594,595,0.355,0.353,0.641,4.94e-06,0.551,0.551,0.0
1595,596,0.355,0.352,0.648,4.93e-06,0.523,0.523,0.0
1596,596,0.356,0.354,0.492,4.92e-06,0.519,0.519,0.0
1597,596,0.357,0.354,0.617,4.91e-06,0.57,0.57,0.0
1598,597,0.358,0.356,0.404,4.9e-06,0.558,0.558,0.0
1599,597,0.355,0.352,0.625,4.88e-06,0.543,0.543,0.0
1600,597,0.355,0.353,0.516,4.87e-06,0.553,0.553,0.0
1601,598,0.355,0.353,0.432,4.86e-06,0.553,0.553,0.0
1602,598,0.357,0.355,0.562,4.85e-06,0.576,0.576,0.0
1603,599,0.355,0.353,0.543,4.84e-06,0.549,0.549,0.0
1604,599,0.357,0.355,0.488,4.83e-06,0.561,0.561,0.0
1605,599,0.355,0.352,0.473,4.82e-06,0.567,0.567,0.0
1606,600,0.355,0.352,0.43,4.8e-06,0.549,0.549,0.0
1607,600,0.358,0.356,0.566,4.79e-06,0.559,0.559,0.0
1608,600,0.356,0.353,0.605,4.78e-06,0.558,0.558,0.0
1609,601,0.355,0.353,0.408,4.77e-06,0.544,0.544,0.0
1610,601,0.355,0.353,0.49,4.76e-06,0.558,0.558,0.0
1611,601,0.357,0.354,0.613,4.75e-06,0.571,0.571,0.0
1612,602,0.356,0.354,0.418,4.74e-06,0.551,0.551,0.0
1613,602,0.356,0.354,0.625,4.73e-06,0.541,0.541,0.0
1614,603,0.356,0.354,0.527,4.71e-06,0.532,0.532,0.0
1615,603,0.355,0.352,0.5,4.7e-06,0.537,0.537,0.0
1616,603,0.357,0.355,0.443,4.69e-06,0.56,0.56,0.0
1617,604,0.357,0.354,0.656,4.68e-06,0.558,0.558,0.0
1618,604,0.355,0.353,0.59,4.67e-06,0.568,0.568,0.0
1619,604,0.355,0.353,0.852,4.66e-06,0.555,0.555,0.0
1620,605,0.356,0.354,0.609,4.65e-06,0.564,0.564,0.0
1621,605,0.357,0.354,0.463,4.64e-06,0.57,0.57,0.0
1622,605,0.357,0.354,0.734,4.63e-06,0.555,0.555,0.0
1623,606,0.355,0.353,0.918,4.62e-06,0.551,0.551,0.0
1624,606,0.356,0.354,0.504,4.61e-06,0.566,0.566,0.0
1625,606,0.356,0.353,0.887,4.59e-06,0.558,0.558,0.0
1626,607,0.356,0.354,0.844,4.58e-06,0.548,0.548,0.0
1627,607,0.356,0.353,0.543,4.57e-06,0.559,0.559,0.0
1628,608,0.356,0.354,0.648,4.56e-06,0.53,0.53,0.0
1629,608,0.357,0.354,0.828,4.55e-06,0.539,0.539,0.0
1630,608,0.355,0.352,0.637,4.54e-06,0.533,0.533,0.0
1631,609,0.357,0.354,0.555,4.53e-06,0.557,0.557,0.0
1632,609,0.355,0.353,0.609,4.52e-06,0.56,0.56,0.0
1633,609,0.357,0.354,0.789,4.51e-06,0.522,0.522,0.0
1634,610,0.354,0.352,0.512,4.5e-06,0.544,0.544,0.0
1635,610,0.355,0.353,0.551,4.49e-06,0.563,0.563,0.0
1636,610,0.356,0.353,0.656,4.48e-06,0.565,0.565,0.0
1637,611,0.356,0.354,0.492,4.47e-06,0.55,0.55,0.0
1638,611,0.355,0.353,0.531,4.46e-06,0.542,0.542,0.0
1639,612,0.356,0.354,0.539,4.45e-06,0.578,0.578,0.0
1640,612,0.353,0.351,0.562,4.43e-06,0.567,0.567,0.0
1641,612,0.354,0.352,0.457,4.42e-06,0.567,0.567,0.0
1642,613,0.358,0.356,0.432,4.41e-06,0.531,0.531,0.0
1643,613,0.357,0.354,0.66,4.4e-06,0.553,0.553,0.0
1644,613,0.356,0.354,0.471,4.39e-06,0.557,0.557,0.0
1645,614,0.357,0.353,0.488,4.38e-06,0.563,0.563,0.0
1646,614,0.355,0.353,0.598,4.37e-06,0.56,0.56,0.0
1647,614,0.356,0.354,0.684,4.36e-06,0.538,0.538,0.0
1648,615,0.354,0.352,0.629,4.35e-06,0.547,0.547,0.0
1649,615,0.356,0.353,0.84,4.34e-06,0.565,0.565,0.0
1650,615,0.356,0.353,0.412,4.33e-06,0.551,0.551,0.0
1651,616,0.355,0.353,0.648,4.32e-06,0.548,0.548,0.0
1652,616,0.358,0.355,0.404,4.31e-06,0.538,0.538,0.0
1653,617,0.355,0.352,0.473,4.3e-06,0.528,0.528,0.0
1654,617,0.354,0.351,0.504,4.29e-06,0.559,0.559,0.0
1655,617,0.356,0.354,0.516,4.28e-06,0.549,0.549,0.0
1656,618,0.357,0.354,0.5,4.27e-06,0.554,0.554,0.0
1657,618,0.357,0.355,0.434,4.26e-06,0.549,0.549,0.0
1658,618,0.355,0.353,0.531,4.25e-06,0.543,0.543,0.0
1659,619,0.354,0.352,0.52,4.24e-06,0.536,0.536,0.0
1660,619,0.355,0.353,0.441,4.23e-06,0.513,0.513,0.0
1661,619,0.357,0.354,0.471,4.22e-06,0.547,0.547,0.0
1662,620,0.355,0.353,0.486,4.21e-06,0.526,0.526,0.0
1663,620,0.357,0.355,0.465,4.2e-06,0.555,0.555,0.0
1664,621,0.354,0.351,0.395,4.19e-06,0.538,0.538,0.0
1665,621,0.354,0.352,0.375,4.18e-06,0.544,0.544,0.0
1666,621,0.354,0.352,0.391,4.17e-06,0.569,0.569,0.0
1667,622,0.357,0.354,0.516,4.16e-06,0.582,0.582,0.0
1668,622,0.355,0.353,0.527,4.15e-06,0.558,0.558,0.0
1669,622,0.353,0.351,0.441,4.14e-06,0.545,0.545,0.0
1670,623,0.355,0.352,0.449,4.13e-06,0.555,0.555,0.0
1671,623,0.353,0.351,0.494,4.12e-06,0.537,0.537,0.0
1672,623,0.354,0.352,0.496,4.11e-06,0.523,0.523,0.0
1673,624,0.357,0.354,0.617,4.1e-06,0.537,0.537,0.0
1674,624,0.353,0.351,0.551,4.1e-06,0.556,0.556,0.0
1675,624,0.357,0.354,0.33,4.09e-06,0.555,0.555,0.0
1676,625,0.354,0.352,0.609,4.08e-06,0.545,0.545,0.0
1677,625,0.354,0.352,0.475,4.07e-06,0.548,0.548,0.0
1678,626,0.355,0.353,0.451,4.06e-06,0.564,0.564,0.0
1679,626,0.356,0.353,0.43,4.05e-06,0.556,0.556,0.0
1680,626,0.356,0.354,0.598,4.04e-06,0.561,0.561,0.0
1681,627,0.354,0.351,0.785,4.03e-06,0.543,0.543,0.0
1682,627,0.354,0.352,0.551,4.02e-06,0.554,0.554,0.0
1683,627,0.36,0.357,0.902,4.01e-06,0.512,0.512,0.0
1684,628,0.356,0.354,0.504,4e-06,0.561,0.561,0.0
1685,628,0.357,0.354,0.582,3.99e-06,0.543,0.543,0.0
1686,628,0.356,0.353,0.562,3.98e-06,0.555,0.555,0.0
1687,629,0.356,0.353,0.57,3.97e-06,0.57,0.57,0.0
1688,629,0.356,0.354,0.762,3.96e-06,0.536,0.536,0.0
1689,630,0.355,0.352,0.512,3.95e-06,0.542,0.542,0.0
1690,630,0.356,0.354,0.434,3.95e-06,0.561,0.561,0.0
1691,630,0.355,0.353,0.66,3.94e-06,0.564,0.564,0.0
1692,631,0.355,0.353,0.695,3.93e-06,0.558,0.558,0.0
1693,631,0.354,0.352,0.404,3.92e-06,0.544,0.544,0.0
1694,631,0.354,0.351,0.383,3.91e-06,0.549,0.549,0.0
1695,632,0.352,0.35,0.52,3.9e-06,0.573,0.573,0.0
1696,632,0.354,0.352,0.527,3.89e-06,0.546,0.546,0.0
1697,632,0.355,0.353,0.695,3.88e-06,0.569,0.569,0.0
1698,633,0.356,0.354,0.404,3.87e-06,0.568,0.568,0.0
1699,633,0.354,0.351,0.5,3.86e-06,0.543,0.543,0.0
1700,633,0.357,0.355,0.754,3.86e-06,0.551,0.551,0.0
1701,634,0.355,0.352,0.707,3.85e-06,0.537,0.537,0.0
1702,634,0.354,0.352,0.508,3.84e-06,0.558,0.558,0.0
1703,635,0.356,0.353,0.738,3.83e-06,0.579,0.579,0.0
1704,635,0.355,0.353,0.621,3.82e-06,0.531,0.531,0.0
1705,635,0.354,0.352,0.602,3.81e-06,0.547,0.547,0.0
1706,636,0.356,0.354,0.418,3.8e-06,0.536,0.536,0.0
1707,636,0.358,0.355,0.812,3.79e-06,0.557,0.557,0.0
1708,636,0.356,0.354,0.598,3.79e-06,0.556,0.556,0.0
1709,637,0.359,0.357,0.512,3.78e-06,0.552,0.552,0.0
1710,637,0.358,0.356,0.574,3.77e-06,0.553,0.553,0.0
1711,637,0.358,0.355,0.66,3.76e-06,0.534,0.534,0.0
1712,638,0.358,0.356,0.406,3.75e-06,0.527,0.527,0.0
1713,638,0.356,0.354,0.668,3.74e-06,0.529,0.529,0.0
1714,639,0.359,0.357,0.408,3.73e-06,0.549,0.549,0.0
1715,639,0.354,0.351,0.473,3.73e-06,0.549,0.549,0.0
1716,639,0.353,0.351,0.453,3.72e-06,0.564,0.564,0.0
1717,640,0.353,0.351,0.574,3.71e-06,0.569,0.569,0.0
1718,640,0.359,0.357,0.49,3.7e-06,0.542,0.542,0.0
1719,640,0.365,0.363,0.482,3.69e-06,0.551,0.551,0.0
1720,641,0.358,0.356,0.391,3.68e-06,0.57,0.57,0.0
1721,641,0.355,0.353,0.57,3.68e-06,0.549,0.549,0.0
1722,641,0.355,0.353,0.633,3.67e-06,0.565,0.565,0.0
1723,642,0.355,0.353,0.625,3.66e-06,0.524,0.524,0.0
1724,642,0.356,0.354,0.496,3.65e-06,0.55,0.55,0.0
1725,642,0.358,0.356,0.75,3.64e-06,0.548,0.548,0.0
1726,643,0.356,0.354,0.824,3.63e-06,0.572,0.572,0.0
1727,643,0.355,0.353,0.484,3.63e-06,0.536,0.536,0.0
1728,644,0.355,0.353,0.459,3.62e-06,0.544,0.544,0.0
1729,644,0.361,0.358,0.688,3.61e-06,0.571,0.571,0.0
1730,644,0.361,0.359,0.863,3.6e-06,0.546,0.546,0.0
1731,645,0.353,0.351,0.436,3.59e-06,0.532,0.532,0.0
1732,645,0.355,0.352,0.42,3.59e-06,0.533,0.533,0.0
1733,645,0.354,0.351,0.617,3.58e-06,0.56,0.56,0.0
1734,646,0.355,0.352,0.777,3.57e-06,0.57,0.57,0.0
1735,646,0.356,0.353,0.598,3.56e-06,0.541,0.541,0.0
1736,646,0.354,0.352,0.441,3.55e-06,0.566,0.566,0.0
1737,647,0.355,0.353,0.664,3.55e-06,0.54,0.54,0.0
1738,647,0.356,0.354,0.738,3.54e-06,0.525,0.525,0.0
1739,648,0.354,0.352,0.555,3.53e-06,0.528,0.528,0.0
1740,648,0.357,0.355,0.459,3.52e-06,0.541,0.541,0.0
1741,648,0.352,0.35,0.473,3.52e-06,0.586,0.586,0.0
1742,649,0.355,0.353,0.504,3.51e-06,0.563,0.563,0.0
1743,649,0.353,0.35,0.41,3.5e-06,0.544,0.544,0.0
1744,649,0.355,0.353,0.402,3.49e-06,0.549,0.549,0.0
1745,650,0.352,0.35,0.387,3.49e-06,0.537,0.537,0.0
1746,650,0.353,0.35,0.52,3.48e-06,0.548,0.548,0.0
1747,650,0.353,0.35,0.443,3.47e-06,0.533,0.533,0.0
1748,651,0.354,0.352,0.57,3.46e-06,0.566,0.566,0.0
1749,651,0.352,0.349,0.402,3.46e-06,0.553,0.553,0.0
1750,651,0.355,0.353,0.531,3.45e-06,0.536,0.536,0.0
1751,652,0.357,0.355,0.424,3.44e-06,0.55,0.55,0.0
1752,652,0.355,0.353,0.436,3.43e-06,0.534,0.534,0.0
1753,653,0.356,0.352,0.479,3.43e-06,0.55,0.55,0.0
1754,653,0.354,0.351,0.465,3.42e-06,0.57,0.57,0.0
1755,653,0.356,0.353,0.436,3.41e-06,0.536,0.536,0.0
1756,654,0.356,0.353,0.428,3.4e-06,0.559,0.559,0.0
1757,654,0.355,0.353,0.447,3.4e-06,0.562,0.562,0.0
1758,654,0.354,0.352,0.389,3.39e-06,0.556,0.556,0.0
1759,655,0.354,0.351,0.398,3.38e-06,0.532,0.532,0.0
1760,655,0.356,0.354,0.578,3.37e-06,0.555,0.555,0.0
1761,655,0.354,0.352,0.451,3.37e-06,0.557,0.557,0.0
1762,656,0.355,0.353,0.613,3.36e-06,0.517,0.517,0.0
1763,656,0.353,0.351,0.42,3.35e-06,0.533,0.533,0.0
1764,656,0.353,0.351,0.477,3.35e-06,0.564,0.564,0.0
1765,657,0.353,0.351,0.438,3.34e-06,0.552,0.552,0.0
1766,657,0.354,0.352,0.516,3.33e-06,0.545,0.545,0.0
1767,658,0.354,0.352,0.494,3.32e-06,0.553,0.553,0.0
1768,658,0.355,0.352,0.467,3.32e-06,0.531,0.531,0.0
1769,658,0.353,0.35,0.516,3.31e-06,0.547,0.547,0.0
1770,659,0.355,0.352,0.432,3.3e-06,0.575,0.575,0.0
1771,659,0.354,0.351,0.393,3.3e-06,0.561,0.561,0.0
1772,659,0.357,0.354,0.445,3.29e-06,0.542,0.542,0.0
1773,660,0.356,0.353,0.594,3.28e-06,0.539,0.539,0.0
1774,660,0.356,0.353,0.479,3.28e-06,0.581,0.581,0.0
1775,660,0.356,0.353,0.408,3.27e-06,0.519,0.519,0.0
1776,661,0.354,0.352,0.613,3.26e-06,0.572,0.572,0.0
1777,661,0.355,0.352,0.59,3.26e-06,0.536,0.536,0.0
1778,662,0.361,0.359,0.469,3.25e-06,0.56,0.56,0.0
1779,662,0.36,0.357,0.473,3.24e-06,0.555,0.555,0.0
1780,662,0.358,0.356,0.451,3.24e-06,0.55,0.55,0.0
1781,663,0.359,0.357,0.504,3.23e-06,0.553,0.553,0.0
1782,663,0.362,0.36,0.512,3.22e-06,0.565,0.565,0.0
1783,663,0.358,0.356,0.494,3.22e-06,0.554,0.554,0.0
1784,664,0.352,0.35,0.438,3.21e-06,0.541,0.541,0.0
1785,664,0.356,0.354,0.404,3.2e-06,0.547,0.547,0.0
1786,664,0.358,0.356,0.457,3.2e-06,0.556,0.556,0.0
1787,665,0.356,0.353,0.562,3.19e-06,0.548,0.548,0.0
1788,665,0.354,0.352,0.412,3.18e-06,0.569,0.569,0.0
1789,665,0.355,0.353,0.385,3.18e-06,0.554,0.554,0.0
1790,666,0.353,0.351,0.398,3.17e-06,0.549,0.549,0.0
1791,666,0.354,0.352,0.668,3.17e-06,0.533,0.533,0.0
1792,667,0.353,0.351,0.438,3.16e-06,0.584,0.584,0.0
1793,668,0.956,0.954,0.523,3.15e-06,0.559,0.559,0.0
1794,668,0.357,0.355,0.773,3.15e-06,0.556,0.556,0.0
1795,668,0.362,0.36,0.42,3.14e-06,0.551,0.551,0.0
1796,669,0.357,0.355,0.512,3.13e-06,0.55,0.55,0.0
1797,669,0.361,0.359,0.512,3.13e-06,0.567,0.567,0.0
1798,669,0.348,0.345,0.645,3.12e-06,0.557,0.557,0.0
1799,670,0.361,0.359,0.555,3.12e-06,0.54,0.54,0.0
1800,670,0.349,0.346,0.447,3.11e-06,0.552,0.552,0.0
1801,670,0.361,0.359,0.629,3.1e-06,0.545,0.545,0.0
1802,671,0.349,0.347,0.498,3.1e-06,0.512,0.512,0.0
1803,671,0.356,0.354,0.4,3.09e-06,0.521,0.521,0.0
1804,671,0.356,0.353,0.496,3.09e-06,0.603,0.603,0.0
1805,672,0.355,0.352,0.609,3.08e-06,0.577,0.577,0.0
1806,672,0.357,0.355,0.633,3.07e-06,0.552,0.552,0.0
1807,673,0.356,0.354,0.512,3.07e-06,0.533,0.533,0.0
1808,673,0.355,0.353,0.455,3.06e-06,0.568,0.568,0.0
1809,673,0.355,0.353,0.451,3.06e-06,0.554,0.554,0.0
1810,674,0.356,0.354,0.637,3.05e-06,0.559,0.559,0.0
1811,674,0.357,0.355,0.373,3.04e-06,0.535,0.535,0.0
1812,674,0.356,0.353,0.418,3.04e-06,0.529,0.529,0.0
1813,675,0.356,0.353,0.57,3.03e-06,0.578,0.578,0.0
1814,675,0.355,0.352,0.453,3.03e-06,0.531,0.531,0.0
1815,675,0.356,0.354,0.467,3.02e-06,0.538,0.538,0.0
1816,676,0.356,0.354,0.377,3.02e-06,0.549,0.549,0.0
1817,676,0.356,0.353,0.432,3.01e-06,0.523,0.523,0.0
1818,677,0.356,0.353,0.396,3.01e-06,0.55,0.55,0.0
1819,677,0.357,0.354,0.49,3e-06,0.522,0.522,0.0
1820,677,0.356,0.354,0.459,2.99e-06,0.518,0.518,0.0
1821,678,0.359,0.357,0.613,2.99e-06,0.568,0.568,0.0
1822,678,0.357,0.355,0.482,2.98e-06,0.556,0.556,0.0
1823,678,0.359,0.356,0.605,2.98e-06,0.542,0.542,0.0
1824,679,0.361,0.358,0.408,2.97e-06,0.552,0.552,0.0
1825,679,0.359,0.357,0.396,2.97e-06,0.552,0.552,0.0
1826,679,0.358,0.355,0.59,2.96e-06,0.575,0.575,0.0
1827,680,0.353,0.351,0.387,2.96e-06,0.547,0.547,0.0
1828,680,0.355,0.353,0.43,2.95e-06,0.56,0.56,0.0
1829,681,0.356,0.353,0.398,2.95e-06,0.565,0.565,0.0
1830,681,0.356,0.353,0.527,2.94e-06,0.547,0.547,0.0
1831,681,0.353,0.351,0.389,2.94e-06,0.557,0.557,0.0
1832,682,0.354,0.351,0.432,2.93e-06,0.556,0.556,0.0
1833,682,0.355,0.353,0.395,2.93e-06,0.542,0.542,0.0
1834,682,0.356,0.354,0.469,2.92e-06,0.557,0.557,0.0
1835,683,0.355,0.353,0.551,2.92e-06,0.57,0.57,0.0
1836,683,0.355,0.353,0.379,2.91e-06,0.55,0.55,0.0
1837,683,0.355,0.353,0.473,2.91e-06,0.539,0.539,0.0
1838,684,0.356,0.354,0.48,2.9e-06,0.531,0.531,0.0
1839,684,0.356,0.353,0.477,2.9e-06,0.536,0.536,0.0
1840,684,0.356,0.354,0.426,2.89e-06,0.559,0.559,0.0
1841,685,0.357,0.354,0.475,2.89e-06,0.556,0.556,0.0
1842,685,0.355,0.353,0.391,2.88e-06,0.567,0.567,0.0
1843,686,0.358,0.356,0.49,2.88e-06,0.554,0.554,0.0
1844,686,0.355,0.353,0.422,2.87e-06,0.562,0.562,0.0
1845,686,0.354,0.352,0.398,2.87e-06,0.569,0.569,0.0
1846,687,0.356,0.353,0.377,2.86e-06,0.554,0.554,0.0
1847,687,0.355,0.353,0.508,2.86e-06,0.549,0.549,0.0
1848,687,0.356,0.353,0.535,2.85e-06,0.565,0.565,0.0
1849,688,0.357,0.355,0.428,2.85e-06,0.556,0.556,0.0
1850,688,0.355,0.353,0.381,2.84e-06,0.547,0.547,0.0
1851,688,0.356,0.354,0.416,2.84e-06,0.558,0.558,0.0
1852,689,0.354,0.352,0.441,2.84e-06,0.529,0.529,0.0
1853,689,0.353,0.351,0.338,2.83e-06,0.537,0.537,0.0
1854,690,0.355,0.353,0.35,2.83e-06,0.531,0.531,0.0
1855,690,0.356,0.354,0.41,2.82e-06,0.556,0.556,0.0
1856,690,0.355,0.352,0.402,2.82e-06,0.558,0.558,0.0
1857,691,0.353,0.351,0.498,2.81e-06,0.521,0.521,0.0
1858,691,0.353,0.35,0.395,2.81e-06,0.543,0.543,0.0
1859,691,0.353,0.351,0.391,2.8e-06,0.562,0.562,0.0
1860,692,0.354,0.352,0.494,2.8e-06,0.564,0.564,0.0
1861,692,0.36,0.358,0.404,2.8e-06,0.548,0.548,0.0
1862,692,0.366,0.363,0.428,2.79e-06,0.541,0.541,0.0
1863,693,0.357,0.354,0.436,2.79e-06,0.577,0.577,0.0
1864,693,0.356,0.354,0.492,2.78e-06,0.566,0.566,0.0
1865,693,0.356,0.354,0.367,2.78e-06,0.566,0.566,0.0
1866,694,0.357,0.354,0.471,2.78e-06,0.53,0.53,0.0
1867,694,0.356,0.353,0.566,2.77e-06,0.552,0.552,0.0
1868,695,0.355,0.353,0.471,2.77e-06,0.556,0.556,0.0
1869,695,0.355,0.353,0.463,2.76e-06,0.562,0.562,0.0
1870,695,0.357,0.354,0.496,2.76e-06,0.559,0.559,0.0
1871,696,0.356,0.353,0.633,2.75e-06,0.537,0.537,0.0
1872,696,0.361,0.359,0.467,2.75e-06,0.546,0.546,0.0
1873,696,0.358,0.356,0.555,2.75e-06,0.564,0.564,0.0
1874,697,0.353,0.351,0.406,2.74e-06,0.55,0.55,0.0
1875,697,0.354,0.352,0.535,2.74e-06,0.547,0.547,0.0
1876,697,0.355,0.353,0.377,2.74e-06,0.537,0.537,0.0
1877,698,0.354,0.351,0.465,2.73e-06,0.526,0.526,0.0
1878,698,0.356,0.354,0.5,2.73e-06,0.558,0.558,0.0
1879,699,0.357,0.354,0.498,2.72e-06,0.548,0.548,0.0
1880,699,0.353,0.351,0.469,2.72e-06,0.553,0.553,0.0
1881,699,0.356,0.354,0.346,2.72e-06,0.548,0.548,0.0
1882,700,0.354,0.352,0.5,2.71e-06,0.542,0.542,0.0
1883,700,0.355,0.353,0.41,2.71e-06,0.535,0.535,0.0
1884,700,0.356,0.353,0.432,2.71e-06,0.512,0.512,0.0
1885,701,0.357,0.354,0.43,2.7e-06,0.546,0.546,0.0
1886,701,0.356,0.354,0.578,2.7e-06,0.525,0.525,0.0
1887,701,0.355,0.353,0.385,2.7e-06,0.554,0.554,0.0
1888,702,0.355,0.353,0.42,2.69e-06,0.537,0.537,0.0
1889,702,0.356,0.354,0.371,2.69e-06,0.543,0.543,0.0
1890,702,0.356,0.353,0.441,2.69e-06,0.568,0.568,0.0
1891,703,0.355,0.352,0.453,2.68e-06,0.581,0.581,0.0
1892,703,0.356,0.354,0.49,2.68e-06,0.557,0.557,0.0
1893,704,0.356,0.353,0.469,2.68e-06,0.544,0.544,0.0
1894,704,0.356,0.354,0.438,2.67e-06,0.554,0.554,0.0
1895,704,0.356,0.353,0.428,2.67e-06,0.536,0.536,0.0
1896,705,0.355,0.353,0.387,2.67e-06,0.522,0.522,0.0
1897,705,0.355,0.353,0.551,2.66e-06,0.536,0.536,0.0
1898,705,0.355,0.352,0.461,2.66e-06,0.555,0.555,0.0
1899,706,0.355,0.352,0.377,2.66e-06,0.554,0.554,0.0
1900,706,0.356,0.353,0.459,2.65e-06,0.544,0.544,0.0
1901,706,0.356,0.354,0.41,2.65e-06,0.547,0.547,0.0
1902,707,0.355,0.353,0.385,2.65e-06,0.563,0.563,0.0
1903,707,0.354,0.351,0.451,2.64e-06,0.555,0.555,0.0
1904,708,0.354,0.352,0.453,2.64e-06,0.56,0.56,0.0
1905,708,0.353,0.351,0.805,2.64e-06,0.542,0.542,0.0
1906,708,0.354,0.352,0.467,2.64e-06,0.553,0.553,0.0
1907,709,0.354,0.352,0.551,2.63e-06,0.511,0.511,0.0
1908,709,0.353,0.351,0.504,2.63e-06,0.56,0.56,0.0
1909,709,0.353,0.351,0.453,2.63e-06,0.542,0.542,0.0
1910,710,0.354,0.352,0.385,2.62e-06,0.554,0.554,0.0
1911,710,0.357,0.354,0.395,2.62e-06,0.569,0.569,0.0
1912,710,0.355,0.352,0.613,2.62e-06,0.536,0.536,0.0
1913,711,0.356,0.353,0.395,2.62e-06,0.541,0.541,0.0
1914,711,0.358,0.356,0.527,2.61e-06,0.56,0.56,0.0
1915,711,0.358,0.356,0.467,2.61e-06,0.563,0.563,0.0
1916,712,0.358,0.356,0.609,2.61e-06,0.557,0.557,0.0
1917,712,0.358,0.355,0.375,2.61e-06,0.543,0.543,0.0
1918,713,0.358,0.355,0.361,2.6e-06,0.548,0.548,0.0
1919,713,0.361,0.359,0.486,2.6e-06,0.572,0.572,0.0
1920,713,0.359,0.357,0.393,2.6e-06,0.545,0.545,0.0
1921,714,0.357,0.355,0.715,2.6e-06,0.568,0.568,0.0
1922,714,0.353,0.351,0.482,2.59e-06,0.567,0.567,0.0
1923,714,0.353,0.351,0.406,2.59e-06,0.542,0.542,0.0
1924,715,0.354,0.352,0.688,2.59e-06,0.55,0.55,0.0
1925,715,0.358,0.356,0.805,2.59e-06,0.536,0.536,0.0
1926,715,0.354,0.352,0.664,2.58e-06,0.558,0.558,0.0
1927,716,0.355,0.353,0.393,2.58e-06,0.578,0.578,0.0
1928,716,0.355,0.353,0.459,2.58e-06,0.53,0.53,0.0
1929,717,0.355,0.353,0.734,2.58e-06,0.546,0.546,0.0
1930,717,0.355,0.353,0.637,2.58e-06,0.535,0.535,0.0
1931,717,0.354,0.352,0.467,2.57e-06,0.556,0.556,0.0
1932,718,0.355,0.353,0.457,2.57e-06,0.555,0.555,0.0
1933,718,0.354,0.352,0.498,2.57e-06,0.551,0.551,0.0
1934,718,0.353,0.351,0.508,2.57e-06,0.552,0.552,0.0
1935,719,0.353,0.351,0.707,2.56e-06,0.534,0.534,0.0
1936,719,0.355,0.353,0.613,2.56e-06,0.526,0.526,0.0
1937,719,0.357,0.354,0.641,2.56e-06,0.528,0.528,0.0
1938,720,0.355,0.353,0.357,2.56e-06,0.549,0.549,0.0
1939,720,0.352,0.349,0.559,2.56e-06,0.548,0.548,0.0
1940,720,0.355,0.352,0.68,2.56e-06,0.563,0.563,0.0
1941,721,0.355,0.353,0.754,2.55e-06,0.568,0.568,0.0
1942,721,0.355,0.352,0.535,2.55e-06,0.541,0.541,0.0
1943,722,0.355,0.352,0.42,2.55e-06,0.55,0.55,0.0
1944,722,0.356,0.354,0.5,2.55e-06,0.569,0.569,0.0
1945,722,0.357,0.354,0.436,2.55e-06,0.548,0.548,0.0
1946,723,0.355,0.353,0.699,2.54e-06,0.564,0.564,0.0
1947,723,0.356,0.354,0.645,2.54e-06,0.523,0.523,0.0
1948,723,0.356,0.353,0.5,2.54e-06,0.549,0.549,0.0
1949,724,0.353,0.351,0.48,2.54e-06,0.547,0.547,0.0
1950,724,0.355,0.353,0.637,2.54e-06,0.571,0.571,0.0
1951,724,0.356,0.354,0.531,2.54e-06,0.535,0.535,0.0
1952,725,0.356,0.354,0.463,2.54e-06,0.543,0.543,0.0
1953,725,0.356,0.353,0.486,2.53e-06,0.57,0.57,0.0
1954,725,0.354,0.352,0.602,2.53e-06,0.545,0.545,0.0
1955,726,0.356,0.353,0.477,2.53e-06,0.531,0.531,0.0
1956,726,0.356,0.354,0.369,2.53e-06,0.532,0.532,0.0
1957,727,0.354,0.352,0.738,2.53e-06,0.559,0.559,0.0
1958,727,0.355,0.353,0.426,2.53e-06,0.57,0.57,0.0
1959,727,0.354,0.352,0.383,2.53e-06,0.541,0.541,0.0
1960,728,0.357,0.355,0.48,2.52e-06,0.565,0.565,0.0
1961,728,0.356,0.353,0.408,2.52e-06,0.539,0.539,0.0
1962,728,0.357,0.354,0.391,2.52e-06,0.524,0.524,0.0
